Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
somnerside-ii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE II Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE II Adjustable Bed Frame Base offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Metal, Fabric, it is finished in Metal, Fabric tones and made for lasting comfort.
Product Dimensions: 59""W X 79""D X 14""H
Size: Queen Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 164 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE II",TRUE,Color,"Metal, Fabric",Size,Queen,,,MT-ADJ302-Q,74389,shopify,20,deny,manual,469,1197,TRUE,FALSE,,,,SOMNERSIDE II Adjustable Bed Frame Base,FALSE,SOMNERSIDE II Adjustable Bed Frame Base Queen | GOODDEGG,The SOMNERSIDE II Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ302-Q,new,TRUE,,g,,469,,,,,,,active
somnerside-ii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE II Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE II Adjustable Bed Frame Base is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Metal, Fabric, it brings a reliable, comfortable feel with Metal, Fabric tones.
Product Dimensions: 37""W X 79""D X 14""H
Size: Twin XL Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 120 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE II",TRUE,Color,"Metal, Fabric",Size,Twin XL,,,MT-ADJ302-TXL,54431,shopify,20,deny,manual,399,1047,TRUE,FALSE,,,,SOMNERSIDE II Adjustable Bed Frame Base,FALSE,SOMNERSIDE II Adjustable Bed Frame Base Twin XL | GOODDEGG,The SOMNERSIDE II Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ302-TXL,new,TRUE,,g,,399,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-black-gray-white,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
Sleep easy with SOMNERSIDE III Adjustable Bed Frame Base, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Metal or Fabric construction keeps you comfortable, finished in Black or Gray or White tones.
Product Dimensions: 71""W X 83""D X 14""H
Size: California King Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal or Fabric.
Color: Black or Gray or White
Weight: 232.3 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,Black/Gray/White,Size,Cal.King,,,MT-ADJ303-CK,105370,shopify,20,deny,manual,869,2367,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base California King | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-CK,new,TRUE,,g,,869,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-black-white,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE III Adjustable Bed Frame Base offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Metal or Fabric, it is finished in Black or White tones and made for lasting comfort.
Product Dimensions: 35""W X 83""D X 14""H
Size: Twin Cal.King Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal or Fabric.
Color: Black or White
Weight: 143 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,Black/White,Size,Twin Cal.King,,,MT-ADJ303-TCK,64864,shopify,20,deny,manual,679,1827,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-TCK,new,TRUE,,g,,679,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE III Adjustable Bed Frame Base offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Metal, Fabric, it is finished in Metal, Fabric tones and made for lasting comfort.
Product Dimensions: 53""W X 73""D X 14""H
Size: Full Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 184.9 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,"Metal, Fabric",Size,Full,,,MT-ADJ303-F,83869,shopify,20,deny,manual,789,2037,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base Full | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-F,new,TRUE,,g,,789,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE III Adjustable Bed Frame Base is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Metal, Fabric, it brings a reliable, comfortable feel with Metal, Fabric tones.
Product Dimensions: 75""W X 79""D X 14""H
Size: King Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 235 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,"Metal, Fabric",Size,King,,,MT-ADJ303-EK,106594,shopify,20,deny,manual,879,2367,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base King | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-EK,new,TRUE,,g,,879,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
Sleep easy with SOMNERSIDE III Adjustable Bed Frame Base, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Metal, Fabric construction keeps you comfortable, finished in Metal, Fabric tones.
Product Dimensions: 59""W X 79""D X 14""H
Size: Queen Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 199 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,"Metal, Fabric",Size,Queen,,,MT-ADJ303-Q,90265,shopify,20,deny,manual,799,2097,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base Queen | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-Q,new,TRUE,,g,,799,,,,,,,active
somnerside-iii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE III Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE III Adjustable Bed Frame Base is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Metal, Fabric, it brings a reliable, comfortable feel with Metal, Fabric tones.
Product Dimensions: 37""W X 79""D X 14""H
Size: Twin XL Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 148 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE III",TRUE,Color,"Metal, Fabric",Size,Twin XL,,,MT-ADJ303-TXL,67132,shopify,20,deny,manual,699,1827,TRUE,FALSE,,,,SOMNERSIDE III Adjustable Bed Frame Base,FALSE,SOMNERSIDE III Adjustable Bed Frame Base Twin XL | GOODDEGG,The SOMNERSIDE III Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ303-TXL,new,TRUE,,g,,699,,,,,,,active
stormin-13-euro-pillow-top-mattress-white-gray,"STORMIN 13"" Euro Pillow Top Mattress","FREE SHIPPING
STORMIN 13"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 84""L X 72""W X 13""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, STORMIN",TRUE,Color,White/Gray,Size,Cal.King,,,DM338CK-M,40823,shopify,20,deny,manual,699,1707,TRUE,FALSE,,,,"STORMIN 13"" Euro Pillow Top Mattress",FALSE,"STORMIN 13"" Euro Pillow Top Mattress California King | GOODDEGG","STORMIN Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM338CK-M,new,TRUE,,g,,699,,,,,,,active
stormin-13-euro-pillow-top-mattress-white-gray,"STORMIN 13"" Euro Pillow Top Mattress","FREE SHIPPING
STORMIN 13"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 80""L X 76""W X 13""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, STORMIN",TRUE,Color,White/Gray,Size,E.King,,,DM338EK-M,40823,shopify,20,deny,manual,699,1707,TRUE,FALSE,,,,"STORMIN 13"" Euro Pillow Top Mattress",FALSE,"STORMIN 13"" Euro Pillow Top Mattress Eastern King | GOODDEGG","STORMIN Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM338EK-M,new,TRUE,,g,,699,,,,,,,active
stormin-13-euro-pillow-top-mattress-white-gray,"STORMIN 13"" Euro Pillow Top Mattress","FREE SHIPPING
Sleep easy with STORMIN 13"" Euro Pillow Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 75""L X 54""W X 13""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 60 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, STORMIN",TRUE,Color,White/Gray,Size,Full,,,DM338F-M,27216,shopify,20,deny,manual,469,1167,TRUE,FALSE,,,,"STORMIN 13"" Euro Pillow Top Mattress",FALSE,"STORMIN 13"" Euro Pillow Top Mattress Full in White Gray | GOODDEG","STORMIN Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM338F-M,new,TRUE,,g,,469,,,,,,,active
stormin-13-euro-pillow-top-mattress-white-gray,"STORMIN 13"" Euro Pillow Top Mattress","FREE SHIPPING
STORMIN 13"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 80""L X 60""W X 13""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: Quilting: 5 Layer Tack or Jump Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, STORMIN",TRUE,Color,White/Gray,Size,Queen,,,DM338Q-M,31751,shopify,20,deny,manual,549,1347,TRUE,FALSE,,,,"STORMIN 13"" Euro Pillow Top Mattress",FALSE,"STORMIN 13"" Euro Pillow Top Mattress Queen in White Gray | GOODDE","STORMIN Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM338Q-M,new,TRUE,,g,,549,,,,,,,active
verbena-12-hybrid-mattress-white,"VERBENA 12"" Hybrid Mattress","FREE SHIPPING
Sleep easy with VERBENA 12"" Hybrid Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7 construction keeps you comfortable, finished in White tones.
Product Dimensions: 72""W X 84""D X 12""H
Size: California King
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 118 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, VERBENA",TRUE,Color,White,Size,Cal.King,,,DM2122-CK,53524,shopify,20,deny,manual,329,987,TRUE,FALSE,,,,"VERBENA 12"" Hybrid Mattress",FALSE,"VERBENA 12"" Hybrid Mattress California King in White | GOODDEGG","The VERBENA Hybrid Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2122-CK,new,TRUE,,g,,329,,,,,,,active
verbena-12-hybrid-mattress-white,"VERBENA 12"" Hybrid Mattress","FREE SHIPPING
VERBENA 12"" Hybrid Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it is finished in White tones and made for lasting comfort.
Product Dimensions: 76""W X 80""D X 12""H
Size: Eastern King
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 104 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, VERBENA",TRUE,Color,White,Size,E.King,,,DM2122-EK,47174,shopify,20,deny,manual,319,957,TRUE,FALSE,,,,"VERBENA 12"" Hybrid Mattress",FALSE,"VERBENA 12"" Hybrid Mattress Eastern King in White | GOODDEGG","The VERBENA Hybrid Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2122-EK,new,TRUE,,g,,319,,,,,,,active
verbena-12-hybrid-mattress-white,"VERBENA 12"" Hybrid Mattress","FREE SHIPPING
VERBENA 12"" Hybrid Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 54""W X 75""D X 12""H
Size: Full
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 69 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, VERBENA",TRUE,Color,White,Size,Full,,,DM2122-F,31298,shopify,20,deny,manual,239,717,TRUE,FALSE,,,,"VERBENA 12"" Hybrid Mattress",FALSE,"VERBENA 12"" Hybrid Mattress Full in White | GOODDEGG","The VERBENA Hybrid Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2122-F,new,TRUE,,g,,239,,,,,,,active
verbena-12-hybrid-mattress-white,"VERBENA 12"" Hybrid Mattress","FREE SHIPPING
Sleep easy with VERBENA 12"" Hybrid Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7 construction keeps you comfortable, finished in White tones.
Product Dimensions: 60""W X 80""D X 12""H
Size: Queen
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 82 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, VERBENA",TRUE,Color,White,Size,Queen,,,DM2122-Q,37195,shopify,20,deny,manual,269,807,TRUE,FALSE,,,,"VERBENA 12"" Hybrid Mattress",FALSE,"VERBENA 12"" Hybrid Mattress Queen in White | GOODDEGG","The VERBENA Hybrid Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2122-Q,new,TRUE,,g,,269,,,,,,,active
